Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type
2854,151,12,319,66,1537,235,240,134,1471,2
3012,18,5,60,-10,741,216,229,150,1398,2
2875,58,9,390,124,1321,227,221,127,1410,2
3312,70,17,926,231,1463,236,204,93,3097,1
3244,292,13,234,28,711,182,237,195,967,1
2906,16,14,365,25,1895,207,209,137,2970,2
2159,337,25,150,30,576,156,196,174,256,6
3045,327,10,371,46,2827,197,229,172,1848,2
3264,61,6,785,116,6054,225,227,136,2582,2
3103,64,24,240,62,1103,234,185,71,1379,1
3132,58,9,454,51,1611,227,221,128,2915,1
3170,297,7,618,23,2856,199,238,178,201,1
3304,157,10,430,46,1224,232,242,140,1905,1
2862,79,14,108,33,870,237,215,106,300,5
3159,90,3,120,-2,2806,224,234,146,5474,1
2898,36,22,210,67,1471,212,187,101,2777,2
3248,84,19,228,82,1482,243,203,82,1436,2
3002,35,26,295,109,1961,207,174,89,1640,2
2704,115,24,127,11,2831,252,209,70,1201,2
3040,68,10,247,5,967,231,220,121,1816,2
2731,340,26,283,120,1790,157,193,170,2512,6
2817,258,11,390,82,1691,194,247,191,2613,2
2820,119,6,85,17,1061,231,235,137,1933,2
3095,334,22,641,85,2609,163,204,177,1500,1
2777,117,14,0,0,1968,243,227,110,2919,2
3106,98,5,660,52,2403,228,233,138,2207,1
2661,335,27,124,63,2280,148,192,177,2292,2
3038,135,8,30,-2,2502,233,237,136,3865,1
3223,72,9,256,-17,891,231,222,123,2866,2
3190,62,6,457,54,4583,225,228,138,2277,2
2912,98,21,150,-20,228,249,205,73,1087,1
2726,274,4,120,18,1183,210,240,169,2353,2
2911,191,15,277,73,953,218,250,162,2335,2
2985,0,21,170,42,2270,185,197,145,1524,1
3004,53,17,170,-9,4425,227,203,104,2483,2
3033,156,9,150,-10,3215,231,241,142,600,1
3071,85,10,459,-111,1725,235,222,118,1248,1
2910,48,13,201,-17,713,224,211,119,2168,2
3041,23,7,170,27,2609,216,225,145,6175,1
3379,105,3,180,34,2647,224,236,147,2405,7
2929,248,21,400,31,5651,170,250,214,5979,2
3111,60,4,258,30,1616,223,231,144,3049,1
3009,83,8,150,-10,4123,231,227,128,1205,2
3011,80,8,454,39,5442,231,225,127,6476,2
3041,3,13,534,33,3901,202,215,149,2502,2
2807,247,19,210,-36,2016,176,251,209,1064,2
3140,143,15,162,42,1734,240,235,120,3254,1
2798,350,20,127,43,3570,180,203,158,5730,1
2963,59,10,30,7,797,228,219,124,2609,1
3262,17,16,566,83,1177,205,204,132,331,1
3205,128,24,270,48,4001,251,217,79,2940,1
2074,280,31,85,51,150,120,225,236,600,3
3110,335,5,351,25,1350,209,233,163,1290,1
3047,133,9,192,17,446,235,236,132,1082,2
2899,346,6,390,103,1077,209,231,160,2888,1
2955,90,7,365,128,5050,231,229,132,5070,2
2503,52,22,150,75,745,225,188,86,424,2
3242,332,6,67,14,4269,207,233,165,1041,1
2646,146,10,350,42,552,234,239,135,201,6
2855,38,11,182,31,849,220,216,130,2583,1
3233,256,10,210,54,4519,197,246,187,3140,1
3208,195,11,234,8,2306,218,249,164,1570,1
3169,166,8,67,1,3489,227,243,149,509,2
3211,315,28,551,136,488,134,204,204,1452,1
3364,88,16,511,207,1358,242,211,93,976,7
3305,240,9,242,13,3189,203,248,182,927,1
2647,66,5,0,0,1860,225,230,141,1036,1
3372,176,27,120,33,1888,222,243,135,942,7
3195,7,8,579,72,1019,211,225,151,2200,1
3010,4,3,175,-8,720,215,233,155,1611,1
3201,134,18,210,14,2185,245,229,106,1651,1
2662,224,26,95,56,2701,177,253,202,1082,3
2958,181,23,256,111,5393,220,247,146,577,2
2841,18,13,446,54,3297,209,211,137,1298,2
2771,263,22,134,50,1256,159,244,221,1509,2
2566,151,9,180,91,1953,231,240,140,807,3
3275,287,7,60,8,5463,200,240,179,335,1
2901,337,8,30,4,1262,203,229,165,551,2
3088,32,3,67,7,1406,219,232,150,2914,1
2625,132,18,85,7,537,246,228,104,1476,2
3242,259,13,42,10,1100,188,247,197,1842,1
3146,276,13,295,34,960,185,242,197,1290,2
2991,141,10,0,0,2748,235,238,133,1633,1
2966,28,10,210,34,2160,216,217,136,618,2
3035,69,7,450,66,4621,227,227,134,771,2
2824,359,18,283,90,2524,190,204,149,696,2
2646,10,19,295,22,1800,196,199,136,2155,2
2978,358,12,30,7,366,201,217,154,816,1
2905,149,6,417,70,3030,227,240,146,2118,2
3257,291,3,793,120,2060,210,239,167,2162,1
2957,112,9,446,42,5160,235,231,127,2781,2
2975,246,13,488,59,5541,193,250,194,3726,2
2690,22,15,234,28,3383,209,207,131,3062,1
2812,86,20,95,35,3273,245,201,77,5053,2
2731,58,13,256,9,845,229,212,114,309,2
2988,118,7,234,60,3719,232,234,134,2732,2
2798,87,9,85,0,2902,233,226,125,4611,2
2700,255,9,153,33,1148,199,246,186,1744,2
3205,349,14,192,49,1239,194,217,160,2379,2
3116,35,15,30,7,5176,217,206,121,1343,1
3029,347,11,256,54,5121,200,223,161,3750,1
3293,61,7,180,7,5622,226,225,133,750,1
2889,111,12,30,0,3841,241,227,114,2654,2
2556,277,11,342,107,750,189,242,193,1387,3
2606,178,13,60,6,3049,225,247,152,2139,2
2931,337,25,446,94,1170,157,196,173,990,2
3185,67,9,390,117,1850,229,222,125,2797,2
3110,332,18,371,-28,2218,176,215,177,524,1
3454,304,5,824,115,1597,205,237,171,1503,7
2281,348,19,426,186,600,180,205,161,408,3
2845,45,16,124,32,3384,222,202,109,2768,2
2530,98,29,300,136,960,252,185,40,853,3
3470,115,25,418,77,2264,253,206,65,3475,7
2259,347,33,201,147,685,139,168,154,228,3
3186,288,3,324,26,4855,211,239,166,2460,2
2913,10,15,60,14,4849,202,209,141,1710,5
2948,39,6,42,-4,2161,220,227,142,1541,1
2629,347,16,42,11,1533,187,212,162,1075,2
2998,33,10,335,59,6216,218,219,136,3784,1
2798,52,13,300,43,1725,226,211,116,1233,2
2714,78,21,150,65,150,242,196,75,924,5
3035,157,9,255,52,3009,230,242,143,451,2
2267,270,25,382,115,616,147,239,227,518,3
2855,156,15,228,74,872,235,241,132,2995,2
2774,75,10,201,49,1173,233,221,120,2546,2
3128,77,3,295,26,4548,224,233,145,1776,1
2758,194,27,0,0,2779,205,250,163,1515,2
3242,144,8,30,-4,2979,232,239,139,633,1
3022,49,24,0,0,5047,222,182,82,2818,1
3148,0,9,721,131,1702,206,222,154,2446,1
3034,253,15,600,69,1423,185,249,201,418,2
2955,135,7,268,-3,4115,231,237,138,5686,2
3191,55,11,576,110,1470,227,216,121,3488,1
3197,219,30,240,-5,2007,172,251,200,3515,1
3099,317,9,162,23,108,195,232,176,1374,1
3149,14,6,342,10,3467,215,228,150,3886,1
2831,355,23,162,27,2795,175,192,149,1889,2
3281,108,12,551,158,4334,240,226,114,1110,2
2715,109,10,120,36,120,238,229,121,1924,5
2573,33,15,283,27,404,216,206,122,845,2
2792,62,7,331,98,1448,226,226,134,778,2
2751,62,13,306,12,1591,230,213,113,418,2
3001,352,9,108,19,5974,205,225,158,3479,2
2591,41,20,408,-28,964,218,191,99,300,2
2979,98,9,247,-19,4869,235,228,124,3021,1
3250,141,15,134,47,2639,241,235,119,2763,1
3105,320,21,553,65,5202,160,214,192,755,2
3054,127,10,649,-58,5983,237,234,126,3035,2
2581,58,4,360,28,1279,223,230,143,4149,2
2223,314,28,124,59,1298,134,205,205,702,6
2795,152,27,85,39,1284,241,228,97,1648,2
2643,64,10,594,25,872,230,219,122,1080,3
3102,149,11,376,61,598,235,239,134,1572,2
2638,345,19,134,30,1482,179,207,164,1273,2
3375,184,16,285,40,3000,222,249,155,1783,1
3125,103,24,108,26,1288,252,201,63,2240,1
3091,0,2,0,0,3975,216,234,156,1177,1
3076,224,18,713,279,2248,194,254,192,1142,2
1940,44,24,85,-1,300,217,179,84,616,6
3013,125,10,283,59,1679,237,233,126,2352,2
3042,24,6,30,5,3093,217,226,146,1348,2
3379,207,11,247,44,3000,213,250,171,1892,1
3046,139,16,90,33,540,242,233,116,1040,2
2811,312,18,60,6,2097,170,224,194,2624,2
2956,33,14,323,103,2430,216,208,124,2029,1
2804,74,28,390,166,942,240,176,48,782,2
3138,239,11,324,57,5743,200,249,187,2595,2
3004,163,24,85,22,6280,234,238,120,3443,2
2864,77,12,192,24,4553,235,217,112,4837,2
3021,323,22,190,50,764,158,211,189,2590,1
3250,25,11,180,25,3788,215,216,137,1519,1
3164,264,7,277,19,4367,202,244,181,908,1
3289,86,39,201,58,2400,242,144,0,541,7
3137,254,17,216,-9,2509,179,249,207,532,1
3322,191,15,573,176,1209,218,250,162,4320,2
2268,290,26,277,87,1054,139,226,223,1235,3
2756,338,13,95,2,2118,191,221,169,2860,2
2991,241,6,830,95,5965,209,245,174,5815,2
2771,49,9,474,37,120,224,220,129,785,5
3244,94,3,30,-2,6273,224,234,145,285,1
3009,111,14,134,29,1100,243,224,107,2315,2
3129,77,3,234,16,1275,224,233,145,2079,1
3266,118,15,376,66,210,244,226,106,495,2
2950,100,22,255,82,2253,250,205,73,1727,2
2865,72,22,0,0,582,239,193,74,579,1
2942,325,8,351,95,1695,202,232,170,2486,2
2936,112,19,256,50,5566,249,217,88,3966,2
3206,81,5,67,11,4772,226,231,140,1682,1
2919,355,6,295,81,5041,211,230,157,518,2
2911,56,2,30,-1,4380,220,235,151,2571,2
3192,67,23,277,67,4147,235,188,73,3730,1
3313,299,24,95,45,5431,147,223,213,765,1
3302,351,7,330,79,3061,207,227,159,3210,2
2364,318,19,210,114,927,165,219,192,1008,6
3337,318,14,534,110,1871,183,227,184,3107,1
2602,45,11,120,24,1026,223,217,127,769,2
2795,7,15,67,10,1136,201,209,144,3062,1
3094,92,5,30,0,997,229,231,137,2011,2
2267,264,26,42,12,510,145,241,229,1731,3
2963,67,12,297,23,2060,232,216,115,616,1
2546,142,23,60,7,67,246,228,98,1702,2
2554,118,19,192,60,1812,249,220,92,691,3
3084,247,14,180,8,902,189,250,197,1521,2
3022,117,3,342,48,480,225,236,146,1194,1
2843,119,15,85,14,1181,245,225,104,782,1
2842,201,10,234,94,1742,216,249,167,1142,2
3011,109,16,268,56,3142,245,221,99,6284,1
2819,101,8,30,0,764,233,230,129,2416,2
3060,77,12,470,-42,4045,235,218,113,4845,2
3022,182,16,351,101,1466,223,249,153,1061,2
2879,135,12,212,35,4626,239,234,123,4790,2
3011,203,10,764,92,5823,215,249,168,3649,2
3060,244,7,417,59,5857,206,246,178,4484,2
2894,339,15,170,42,1648,186,217,169,2534,2
3165,331,10,201,35,4722,197,228,170,2529,2
2902,11,8,408,108,768,212,224,150,2163,2
2987,323,18,218,14,1756,173,219,185,1839,2
3192,349,32,589,106,1140,146,170,151,1613,1
2081,295,28,108,17,721,132,220,223,626,3
3089,48,18,382,76,4702,224,197,101,430,2
2258,132,27,127,75,1231,251,214,72,1064,4
2630,17,6,499,30,1590,215,226,148,1907,6
3172,162,1,277,10,4368,219,238,156,1020,1
3175,203,7,170,20,2017,217,247,166,1867,1
2862,42,30,270,48,1114,209,160,67,700,2
2885,42,13,175,37,706,222,212,123,451,2
2890,45,3,212,5,4781,220,232,148,1514,2
2896,315,17,67,23,5161,172,223,191,4380,2
3220,234,11,626,85,591,202,250,185,2818,2
3292,183,15,680,158,636,223,249,154,4625,2
3274,177,15,499,99,3396,226,247,150,693,1
1943,335,34,30,16,42,125,173,175,659,3
3134,54,11,402,53,4970,226,217,123,350,2
2785,192,17,60,8,1770,217,251,163,2292,2
2872,79,9,0,0,4336,232,224,124,1323,2
3302,308,12,258,47,5675,188,232,185,745,1
2890,350,9,85,7,1865,203,224,160,1022,2
2967,227,9,0,0,630,207,249,179,1146,1
2798,118,14,268,49,3331,243,227,111,5970,2
3156,307,12,60,17,4481,186,233,186,3569,1
3097,149,19,1207,206,3151,242,235,114,1422,2
3006,194,26,0,0,3310,206,250,163,902,2
2741,151,11,0,0,3704,234,240,136,1256,1
2862,221,25,150,16,816,182,254,199,684,2
2321,322,23,175,111,967,157,211,191,658,6
2961,20,24,242,102,1455,195,181,113,3055,1
2910,290,19,323,89,815,165,234,208,1841,1
2694,64,6,301,70,1350,226,228,136,474,2
3003,58,20,454,178,480,230,195,89,834,2
3029,262,2,0,0,1839,215,239,162,1622,1
3088,3,9,120,19,576,207,222,152,1531,2
3007,344,13,60,10,170,194,219,164,268,1
3100,169,9,42,0,3007,227,244,149,3261,1
3447,176,15,888,98,3417,226,247,149,1180,7
3390,100,18,162,14,2579,246,213,89,2023,7
2685,60,10,0,0,1337,228,219,123,700,5
3393,318,7,335,34,1707,202,234,172,722,7
3293,88,16,127,23,3415,242,212,94,1368,1
3009,352,14,42,3,175,195,216,158,1266,2
2970,47,9,799,75,1307,223,220,131,1790,2
3186,215,4,162,5,2801,216,243,164,1276,1
3381,280,7,234,15,1690,201,241,179,816,7
2994,354,10,240,21,2646,204,223,157,175,1
3198,315,4,95,13,4138,209,236,166,3449,1
3308,82,16,150,38,3394,240,210,96,1337,1
2668,104,22,124,47,1380,251,206,72,671,5
3080,197,16,175,28,391,214,252,168,725,2
3288,55,11,108,0,1998,227,216,121,1945,2
3064,7,6,170,30,3813,213,228,153,2575,2
3060,146,15,228,36,3518,240,237,122,2742,1
3126,355,24,573,56,3467,173,189,148,2976,2
2909,9,10,170,19,4370,209,221,149,5949,2
3170,314,16,150,24,810,176,226,189,1930,2
2929,80,8,192,13,3949,231,225,127,6058,1
3135,320,17,361,66,297,173,221,187,1506,1
2732,57,8,446,16,1549,226,223,131,1860,2
2972,309,14,150,43,2220,182,230,188,2301,2
3377,58,22,390,143,1890,230,187,79,2060,1
2764,24,10,0,0,3122,215,218,139,836,2
3129,57,11,108,16,5285,228,216,120,3065,2
2949,248,15,457,53,5595,188,250,199,5393,2
3012,102,10,726,216,1290,237,227,120,872,2
3008,30,17,446,95,4495,213,201,119,4294,1
3408,83,50,323,174,2355,227,104,0,631,7
3027,123,16,285,32,4189,245,227,106,2499,2
2554,8,10,30,2,659,208,220,149,2014,2
2716,6,9,175,-7,1441,209,222,151,1084,2
2165,66,5,30,-17,1318,225,230,141,979,4
3206,18,6,124,-7,3048,216,227,149,1471,1
3208,70,10,636,53,1153,231,221,123,2650,2
2532,0,15,283,41,1353,196,210,150,1050,6
3208,12,19,618,190,4540,196,197,133,2324,1
2992,220,27,324,157,976,178,253,199,518,2
2968,270,4,480,71,4166,210,241,170,5471,2
3038,96,5,127,11,1945,228,233,139,1549,1
3251,169,12,192,19,4577,229,245,145,2555,1
3328,332,16,807,35,2219,181,218,176,942,1
2828,337,14,0,0,949,189,221,170,1879,1
3011,351,13,67,10,6170,196,217,159,3334,2
3153,93,10,810,-41,525,236,225,120,1552,2
3013,53,11,484,99,3012,227,215,121,713,2
2130,334,27,313,66,420,149,194,178,997,6
2712,142,32,134,79,1456,246,214,70,957,2
3146,67,9,376,51,5746,229,222,125,1198,1
2869,124,11,300,147,1852,239,232,123,679,5
3125,112,4,30,0,258,227,235,142,5299,1
3312,277,8,283,44,3441,199,242,182,1533,1
2868,328,25,150,66,4628,152,202,185,4956,2
3086,261,16,124,38,1572,180,247,204,1218,1
2582,124,5,30,-5,525,229,236,141,5743,2
3217,101,16,633,101,2255,245,216,95,2647,1
2989,222,7,350,73,446,211,247,173,1501,2
3328,175,11,323,63,1678,226,246,151,2975,1
3055,256,4,390,87,3038,210,242,170,1190,1
3337,94,10,90,18,2213,236,226,120,997,7
3169,93,15,95,20,912,242,215,99,2191,1
2973,319,14,42,-1,2359,183,226,183,1641,1
2265,317,10,150,65,1570,195,232,177,335,6
2804,333,15,150,75,1266,185,220,173,1236,2
3343,225,12,469,64,3462,204,251,182,1448,1
2684,207,8,0,0,1146,215,247,168,579,5
3166,168,26,499,172,648,230,239,124,1570,2
3235,337,10,67,12,4473,197,225,167,2491,1
2898,43,27,331,173,1915,214,172,77,607,5
3184,110,6,60,-7,2270,230,234,138,924,1
2329,325,28,67,25,192,139,197,191,190,3
2928,338,10,242,67,3077,198,226,167,2248,2
2711,58,23,190,14,1116,229,184,75,1710,2
2331,247,10,451,-108,120,198,248,188,485,3
3326,208,13,218,25,3127,210,252,174,1584,1
3248,135,11,277,58,1633,237,235,127,1338,1
2965,284,9,564,65,5884,195,241,185,6233,2
3065,129,10,604,-1,1744,236,234,128,2462,2
3055,95,24,488,188,1896,250,198,64,2748,1
2892,31,12,300,56,2385,216,213,130,1290,1
2860,88,25,342,191,1376,247,190,57,1040,2
2308,132,12,108,45,1040,239,234,122,886,3
3105,108,2,443,28,2676,221,237,151,1850,1
2973,50,15,534,-11,858,226,207,112,630,2
2944,346,20,295,75,870,176,203,163,1860,2
2968,225,22,466,148,1289,185,254,199,218,2
3028,185,13,366,59,4700,222,249,157,731,2
2946,56,15,543,65,1718,229,206,106,2974,2
3119,239,14,474,-29,6231,194,251,193,1437,1
2850,3,18,124,29,4290,194,204,145,5057,2
3004,348,9,85,13,3400,203,225,161,912,1
2936,66,19,335,131,350,235,199,88,604,2
3044,332,29,408,41,1706,140,190,181,1095,2
2872,60,23,212,85,2352,231,184,74,1832,2
3361,6,10,30,5,5072,208,222,150,3601,7
2912,62,7,297,49,4075,226,226,134,3543,2
3042,162,16,30,9,700,234,242,135,1410,2
2890,355,19,210,79,780,185,202,152,1943,2
3183,233,9,331,73,1449,205,249,181,2440,1
3226,343,22,400,129,3931,171,201,165,1844,2
3002,90,20,60,-3,1661,246,205,80,1830,2
2680,150,8,60,10,1657,230,240,142,5547,2
2527,45,12,450,153,900,223,214,123,1339,3
2366,351,11,510,142,1323,201,222,159,604,3
3216,212,9,170,3,2875,213,249,172,684,1
3197,132,6,426,-16,626,231,237,139,2287,2
2254,8,24,210,64,1084,184,185,131,234,3
2794,116,30,108,52,2236,254,197,47,437,2
3256,326,3,644,125,1768,211,235,163,2323,1
3409,144,8,661,-83,841,232,239,139,485,7
2987,48,27,127,62,2605,218,169,69,2125,1
2516,356,3,120,16,360,214,234,157,365,2
3008,312,6,297,60,830,203,235,172,875,2
2560,105,23,30,6,1573,252,205,68,666,2
2446,288,13,408,234,1082,183,239,195,845,3
2670,9,5,234,0,589,215,230,153,1123,2
2782,42,7,484,-15,865,221,225,139,2629,2
3066,138,22,120,31,3335,247,226,97,2347,1
2881,77,12,42,1,3327,235,218,113,4147,2
2872,44,15,335,-55,604,222,206,115,2144,2
2866,158,4,313,54,2406,225,240,150,1943,2
2816,269,19,319,105,2256,168,243,213,306,2
3198,36,11,182,-3,2594,219,216,131,1288,1
3310,189,19,469,78,4460,218,251,159,2423,1
3480,285,23,361,33,1324,149,233,220,1747,7
2844,280,27,30,17,5320,135,231,230,4731,2
3078,82,18,190,25,4741,241,207,89,2885,1
2657,0,15,85,15,2336,197,211,150,1008,2
3180,34,17,531,45,4694,215,200,115,2471,1
2925,340,7,30,-1,4760,205,230,163,1997,5
3095,357,16,228,62,3629,192,209,152,2087,1
3198,313,9,300,26,4535,197,234,177,1593,1
2950,230,21,525,64,1465,183,254,202,1718,2
3134,338,26,150,65,4127,155,193,171,849,1
3106,176,26,150,26,3341,223,243,135,1124,2
3185,336,24,646,109,361,160,200,175,1857,2
3390,180,6,162,-6,2550,222,244,156,371,7
2916,83,6,162,1,752,229,230,135,2041,2
3231,93,12,60,-9,1476,239,221,110,2684,1
3137,129,9,532,59,240,236,235,129,1361,2
3167,322,13,30,9,2932,185,226,180,1044,2
3159,279,15,0,0,2072,179,241,201,524,1
2361,320,13,342,98,1134,187,228,181,648,6
2875,39,28,212,48,684,209,168,80,576,2
2972,275,9,531,53,5595,197,242,185,3680,2
3049,300,9,30,-2,212,194,236,182,601,1
2973,125,25,134,48,1528,252,214,75,1612,2
3117,90,5,300,15,4427,227,232,139,1652,1
2995,324,11,342,51,190,192,228,176,812,1
3072,130,14,540,31,1036,243,231,114,1895,2
2334,337,8,150,48,426,203,229,165,618,3
2934,45,22,228,15,765,220,185,90,631,2
3075,129,22,297,68,1772,250,221,87,2214,1
2639,67,10,240,22,1188,230,221,123,1443,2
3117,330,10,277,-1,2051,196,228,171,1913,2
3361,91,9,636,32,957,235,226,122,4331,1
3001,274,15,722,85,5879,179,243,203,3736,2
2937,98,12,335,33,3530,239,223,113,4593,2
3286,7,8,201,36,2066,211,225,151,2575,1
2738,65,25,566,-48,3150,234,180,63,2646,1
2726,136,29,162,93,1482,250,213,68,973,2
3304,108,14,366,81,3182,244,222,104,2914,2
2844,13,15,201,56,1339,204,208,138,2980,1
2990,153,11,182,32,3946,233,241,137,1273,2
3040,31,21,983,171,2580,210,190,109,1323,2
2988,0,14,0,0,4261,199,213,151,3812,1
3161,280,11,424,30,3233,191,241,190,1015,2
3011,329,16,124,16,1879,179,219,178,3537,1
2953,263,13,210,24,1131,187,246,197,524,2
3255,20,16,124,34,3572,207,204,130,2263,1
3153,75,17,470,78,4414,239,205,91,3207,1
3331,280,7,360,63,3251,201,241,179,1725,1
2607,313,11,120,46,780,190,232,181,6382,2
2791,30,8,454,91,2230,218,223,141,2366,2
2448,212,23,60,22,1825,192,254,188,228,3
3403,209,15,540,74,1140,208,253,177,4089,1
3276,41,10,255,49,1601,222,217,130,2896,1
2523,59,12,335,95,1036,229,214,116,1195,3
3259,1,10,210,28,3207,206,222,153,2230,1
3110,253,25,247,42,2940,157,247,223,309,2
3252,128,3,469,75,5567,224,237,149,2824,2
1922,50,29,108,43,218,219,165,62,659,6
3216,115,15,212,65,1473,245,224,103,2559,1
2570,213,25,201,85,1240,189,254,189,1183,2
2287,319,16,150,68,234,178,224,186,641,2
2860,147,11,323,33,845,235,239,134,499,2
2803,157,21,579,169,2658,238,238,119,2001,3
2721,55,4,0,0,2446,222,231,145,6512,2
2964,292,14,805,318,1410,181,237,196,2018,2
3109,68,13,150,40,5280,233,213,109,807,1
3164,323,29,255,74,3976,136,197,194,451,1
2963,111,22,124,27,1747,251,210,76,2683,1
2267,245,30,170,91,684,146,247,227,691,3
2974,48,6,212,29,700,223,227,140,1891,2
2508,86,16,0,0,450,241,212,97,371,2
3126,72,2,190,20,3650,222,234,149,3909,1
3125,97,12,309,57,5182,240,222,110,1832,1
3133,142,8,127,13,1276,233,238,137,2032,1
3122,302,34,162,37,2937,107,201,224,2524,1
3280,177,13,120,19,3491,226,247,151,1452,1
2833,70,7,67,10,2539,228,226,132,2462,2
3107,79,10,67,6,3689,233,223,121,162,1
2891,26,11,42,-7,968,215,215,136,2160,2
2721,227,30,300,-27,2358,164,251,210,1802,2
2609,210,13,240,-46,2710,209,252,176,2060,2
2798,29,20,457,139,1324,209,191,111,1142,2
3318,314,33,67,16,3132,116,194,209,2155,1
3112,171,11,95,14,2128,228,245,147,2292,1
2417,313,23,85,30,808,151,215,200,1434,2
2677,33,18,408,32,3171,213,197,113,2928,1
3225,45,8,408,22,1747,223,223,135,1273,1
2662,18,8,30,4,1698,214,223,145,395,1
3047,115,8,120,10,3742,234,233,130,297,1
2898,232,31,180,88,1804,154,249,217,1045,2
2941,293,18,361,60,1209,167,233,206,1854,2
3239,138,19,30,0,1167,245,230,105,1315,1
3184,33,25,242,47,907,206,176,94,5143,1
3260,346,8,216,72,1471,205,228,161,2850,1
3217,0,13,902,200,1992,200,215,152,2292,7
2952,122,20,255,63,2242,249,220,89,1953,2
2510,334,6,42,3,350,206,232,164,1613,6
2444,225,12,42,3,595,204,251,182,700,3
2867,23,14,285,48,1657,212,210,133,2771,2
3142,135,4,127,26,451,226,238,146,2239,1
3149,166,9,212,7,2219,228,244,148,735,1
2922,220,8,175,1,2024,210,248,174,1740,1
2841,314,14,124,15,2341,181,228,187,2469,2
3255,20,5,30,0,853,217,229,150,2118,1
2976,143,5,150,22,5107,227,239,146,2557,1
3169,62,9,309,52,810,228,221,125,2068,1
3001,154,12,95,10,3479,234,241,136,5961,2
3166,29,15,720,149,1793,214,207,125,2489,1
3274,319,10,212,29,474,194,231,177,1165,2
2890,37,17,426,87,4516,217,200,113,5181,1
2983,231,16,42,-1,2072,193,253,194,1276,1
3027,99,12,153,19,3182,240,222,110,6111,2
3105,137,18,234,90,564,245,230,106,1110,2
3286,315,1,499,34,6092,215,237,160,636,1
3367,358,25,297,167,4369,173,185,142,3903,7
3087,358,12,330,18,1087,201,217,154,3340,2
2202,259,29,162,62,841,137,241,233,391,3
2946,162,6,95,1,2075,226,242,149,1761,2
2762,98,2,242,95,2683,222,236,151,6671,1
3001,333,1,658,82,5775,216,237,158,3378,2
2700,298,4,120,17,1672,210,238,167,3692,2
2234,357,33,67,37,1140,151,163,136,592,3
3132,289,21,228,9,3346,156,232,214,2130,1
2970,281,15,60,7,1697,177,240,203,1470,2
3068,57,10,192,24,2504,227,220,126,3029,2
2328,353,26,228,92,1279,166,184,149,1033,3
2709,85,22,150,19,2703,245,198,71,6607,2
2794,186,25,95,14,2398,215,248,152,987,2
2996,159,12,150,27,5075,233,242,138,765,2
2965,335,15,210,25,1587,184,218,173,671,1
3091,107,13,150,4,904,242,223,108,1550,1
2581,9,36,228,106,882,155,144,106,1292,2
3095,282,13,153,17,1477,182,240,198,2006,1
3189,59,14,382,39,4625,230,210,110,2631,1
3298,58,16,210,16,1852,230,204,102,2644,1
3357,253,7,0,0,2143,204,245,179,3542,1
2968,275,10,384,52,5311,193,242,189,4283,2
3014,349,11,124,0,3391,200,222,160,5403,2
3098,190,4,488,21,2621,220,243,159,1958,2
2793,198,23,390,-27,1387,206,252,170,859,2
2707,35,11,400,82,459,219,215,130,319,2
3006,29,11,30,0,2265,216,217,135,1146,1
3084,55,18,295,58,1842,228,200,99,3568,1
3162,9,10,589,49,3569,209,221,149,3581,1
